,Building,Floor,time,Associated Client Count,Authenticated Client Count
45277, Science and technology , C Floor,2018-11-01 14:39:40,51,51
45367, Slaidburn House (LUSU) , B Floor,2018-11-01 14:39:40,25,24
45267, Slaidburn House (LUSU) , C floor,2018-11-01 14:39:40,18,18
45412, Slaidburn House (LUSU) , D floor,2018-11-01 14:39:40,11,11
45288, Slaidburn House (LUSU) , E floor,2018-11-01 14:39:40,19,18
45242, Slaidburn House (LUSU) , LG Floor,2018-11-01 14:39:40,25,21
45419, Sports Centre , A floor,2018-11-01 14:39:40,37,34
45396, Sports Centre , B floor,2018-11-01 14:39:40,63,62
45442, University House , A Floor,2018-11-01 14:39:40,56,55
45268, University House , B Floor,2018-11-01 14:39:40,59,58
45433, University House , C Floor,2018-11-01 14:39:40,68,67
45285, University House , D Floor,2018-11-01 14:39:40,14,14
45394, Whewell , A Floor,2018-11-01 14:39:40,11,11
45405, Whewell , B Floor,2018-11-01 14:39:40,16,16
45298, grize-res , A Floor,2018-11-01 14:39:40,113,110
45465, grize-res , B Floor,2018-11-01 14:39:40,111,110
45324, grize-res , C Floor,2018-11-01 14:39:40,125,123
45331, grize-res , D Floor,2018-11-01 14:39:40,127,126
45504, Alex Square , Alex Square,2018-11-01 14:44:37,112,97
45695, Alex Square , Costa,2018-11-01 14:44:37,118,110
45706, Bailrigg House , A floor,2018-11-01 14:44:37,3,3
45757, Bailrigg House , B floor,2018-11-01 14:44:37,0,0
45623, Bailrigg House , c floor,2018-11-01 14:44:37,3,3
45687, Barker House Farm , A Floor,2018-11-01 14:44:37,47,46
45590, Bowland Annexe , A Floor,2018-11-01 14:44:37,13,11
45709, Bowland Annexe , B Floor,2018-11-01 14:44:37,9,9
45563, Bowland Annexe , c floor,2018-11-01 14:44:37,27,27
45726, Bowland Annexe , d floor,2018-11-01 14:44:37,34,34
45519, Bowland Ash , A floor,2018-11-01 14:44:37,28,27
45735, Bowland Ash , B floor,2018-11-01 14:44:37,35,32
45680, Bowland Ash , c floor,2018-11-01 14:44:37,44,44
45650, Bowland Ash , d floor,2018-11-01 14:44:37,15,15
45583, Bowland Main , A Floor,2018-11-01 14:44:37,258,253
45552, Bowland Main , B Floor,2018-11-01 14:44:37,117,112
45595, Bowland Main , C Floor,2018-11-01 14:44:37,136,135
45566, Bowland Main , D Floor,2018-11-01 14:44:37,39,37
45598, Bowland North , A Floor,2018-11-01 14:44:37,472,462
45721, Bowland North , B Floor,2018-11-01 14:44:37,39,37
45533, Bowland North , C Floor,2018-11-01 14:44:37,47,44
45669, Bowland North , d floor,2018-11-01 14:44:37,24,24
45597, Bowland Twr (Old Bowland Annexe) , A floor,2018-11-01 14:44:37,1,1
45682, Bowland Twr (Old Bowland Annexe) , B floor,2018-11-01 14:44:37,75,73
45621, Bowland Twr (Old Bowland Annexe) , C floor,2018-11-01 14:44:37,47,45
45613, Bowland Twr (Old Bowland Annexe) , D floor,2018-11-01 14:44:37,23,17
45697, Bowland Twr (Old Bowland Annexe) , D floor flats,2018-11-01 14:44:37,21,18
45599, Bowland Twr (Old Bowland Annexe) , E floor,2018-11-01 14:44:37,5,5
45659, Bowland Twr (Old Bowland Annexe) , F floor,2018-11-01 14:44:37,6,6
45724, Bowland Twr (Old Bowland Annexe) , G floor,2018-11-01 14:44:37,7,6
45600, Bowland Twr (Old Bowland Annexe) , H floor,2018-11-01 14:44:37,5,5
45558, Bowland Twr (Old Bowland Annexe) , J floor,2018-11-01 14:44:37,10,10
45637, Bowland Twr (Old Bowland Annexe) , K floor,2018-11-01 14:44:37,3,3
45737, Bowland Twr (Old Bowland Annexe) , L floor,2018-11-01 14:44:37,7,7
45727, Bowland Twr (Old Bowland Annexe) , M floor,2018-11-01 14:44:37,8,8
45605, Bowland Twr (Old Bowland Annexe) , N floor,2018-11-01 14:44:37,6,5
45510, Bowland Twr (Old Bowland Annexe) , O floor,2018-11-01 14:44:37,6,6
45670, Bowland hall , a floor,2018-11-01 14:44:37,47,45
45741, Bowland hall , b floor,2018-11-01 14:44:37,68,67
45591, Bowland hall , c floor,2018-11-01 14:44:37,67,65
45755, Bowland hall , d floor,2018-11-01 14:44:37,76,73
45651, CETAD , A floor,2018-11-01 14:44:37,10,10
45616, CETAD , B floor,2018-11-01 14:44:37,18,18
45708, Central Workshops , A floor,2018-11-01 14:44:37,41,38
45632, Central Workshops , B floor,2018-11-01 14:44:37,0,0
45739, Chaplaincy Centre , A Floor,2018-11-01 14:44:37,13,12
45559, Chaplaincy Centre , B Floor,2018-11-01 14:44:37,0,0
45663, Charles Carter , A floor,2018-11-01 14:44:37,122,112
45713, Charles Carter , B floor,2018-11-01 14:44:37,19,17
45586, Charles Carter , C floor,2018-11-01 14:44:37,11,11
45653, Charles Carter , D floor,2018-11-01 14:44:37,24,24
45602, Conference Centre , A Floor,2018-11-01 14:44:37,159,156
45666, County , A Floor,2018-11-01 14:44:37,128,126
45672, County , B Floor,2018-11-01 14:44:37,70,69
45515, County , D floor,2018-11-01 14:44:37,86,84
45711, County , E Floor,2018-11-01 14:44:37,18,18
45750, County , c floor,2018-11-01 14:44:37,61,58
45608, County Field , A floor,2018-11-01 14:44:37,57,56
45567, County Field , B floor,2018-11-01 14:44:37,79,78
45640, County Field , C floor,2018-11-01 14:44:37,84,81
45520, County Field , D floor,2018-11-01 14:44:37,87,86
45720, County South/Cartmel , A Floor,2018-11-01 14:44:37,262,259
45698, County South/Cartmel , B Floor,2018-11-01 14:44:37,44,42
45645, County South/Cartmel , C Floor,2018-11-01 14:44:37,73,73
45630, County South/Cartmel , D Floor,2018-11-01 14:44:37,47,45
45551, County South/Cartmel , e floor,2018-11-01 14:44:37,10,8
45691, Energy Centre , A floor,2018-11-01 14:44:37,4,2
45573, Engineering , A floor,2018-11-01 14:44:37,9,9
45505, Engineering , B floor,2018-11-01 14:44:37,64,63
45537, Engineering , C floor,2018-11-01 14:44:37,84,82
45710, Engineering , D floor,2018-11-01 14:44:37,21,20
45712, Engineering , Plant,2018-11-01 14:44:37,0,0
45581, FU Hse 71-74 , A Floor,2018-11-01 14:44:37,50,48
45588, FU Hse 71-74 , B Floor,2018-11-01 14:44:37,58,57
45532, FU Hse 71-74 , C Floor,2018-11-01 14:44:37,60,59
45525, FU Hse 71-74 , D Floor,2018-11-01 14:44:37,92,88
45524, FU Hse 71-74 , E Floor,2018-11-01 14:44:37,74,73
45742, FU Hse 71-74 , F Floor,2018-11-01 14:44:37,35,35
45694, FY Hse 65-70 , A Floor,2018-11-01 14:44:37,92,89
45701, FY Hse 65-70 , B Floor,2018-11-01 14:44:37,88,86
45679, FY Hse 65-70 , C Floor,2018-11-01 14:44:37,76,75
45518, FY Hse 65-70 , D Floor,2018-11-01 14:44:37,112,111
45683, FY Hse 65-70 , E Floor,2018-11-01 14:44:37,53,52
45731, FY Hse 65-70 , F Floor,2018-11-01 14:44:37,47,46
45617, Faraday and cTAP , A floor,2018-11-01 14:44:37,249,244
45611, Faraday and cTAP , B floor,2018-11-01 14:44:37,130,128
45570, Faraday and cTAP , C floor,2018-11-01 14:44:37,69,68
45546, Faraday and cTAP , Plant,2018-11-01 14:44:37,0,0
45725, Field Station , Outside,2018-11-01 14:44:37,0,0
45692, Furness , A Floor,2018-11-01 14:44:37,225,220
45589, Furness , B floor,2018-11-01 14:44:37,59,56
45585, Furness , C floor,2018-11-01 14:44:37,95,89
45557, Furness , D floor,2018-11-01 14:44:37,18,18
45732, Furness , LG Floor,2018-11-01 14:44:37,33,30
45646, Furness outer , A floor,2018-11-01 14:44:37,41,41
45549, Furness outer , B floor,2018-11-01 14:44:37,56,56
45527, Furness outer , C floor,2018-11-01 14:44:37,43,41
45754, Furness outer , D floor,2018-11-01 14:44:37,50,48
45748, Fylde , A Floor,2018-11-01 14:44:37,141,136
45677, Fylde , B Floor,2018-11-01 14:44:37,43,41
45699, Fylde , C Floor,2018-11-01 14:44:37,76,74
45511, Fylde , D Floor,2018-11-01 14:44:37,75,71
45718, Fylde , e floor,2018-11-01 14:44:37,4,4
45734, George Fox , A Floor,2018-11-01 14:44:37,102,101
45660, George Fox , B Floor,2018-11-01 14:44:37,67,66
45580, George Fox , c floor,2018-11-01 14:44:37,74,71
45582, George Fox , d floor,2018-11-01 14:44:37,55,54
45668, Graduate College , A Floor,2018-11-01 14:44:37,131,125
45759, Graduate College , b floor,2018-11-01 14:44:37,155,150
45517, Graduate College , c floor,2018-11-01 14:44:37,122,119
45592, Graduate College , d floor,2018-11-01 14:44:37,64,64
45544, Great Hall , A Floor,2018-11-01 14:44:37,25,24
45516, Great Hall , B Floor,2018-11-01 14:44:37,13,11
45705, Grizedale , A,2018-11-01 14:44:37,28,28
45508, Grizedale , B,2018-11-01 14:44:37,7,7
45574, Hazelrigg , Site,2018-11-01 14:44:37,1,1
45690, Hse 75 77 , A Floor,2018-11-01 14:44:37,30,29
45746, Hse 75 77 , B floor,2018-11-01 14:44:37,33,33
45578, Hse 75 77 , C Floor,2018-11-01 14:44:37,51,50
45535, Hse 75 77 , D Floor,2018-11-01 14:44:37,72,71
45643, Hse 75 77 , E Floor,2018-11-01 14:44:37,68,66
45744, Human Resources , A floor,2018-11-01 14:44:37,13,13
45688, Human Resources , B floor,2018-11-01 14:44:37,17,17
45564, ISS Building , A-floor,2018-11-01 14:44:37,20,17
45498, ISS Building , B-floor,2018-11-01 14:44:37,53,53
45622, ISS Building , C-floor,2018-11-01 14:44:37,34,33
45545, Infolab , A Floor,2018-11-01 14:44:37,12,12
45633, Infolab , B Floor,2018-11-01 14:44:37,87,87
45629, Infolab , C Floor,2018-11-01 14:44:37,98,96
45740, Infolab , D Floor,2018-11-01 14:44:37,57,55
45722, Institute for Advanced Studies , A Floor,2018-11-01 14:44:37,38,37
45751, John Creed , a floor,2018-11-01 14:44:37,38,37
45603, John Creed , b floor,2018-11-01 14:44:37,31,31
45760, John Creed , c floor,2018-11-01 14:44:37,31,30
45626, John Creed , d floor,2018-11-01 14:44:37,37,37
45634, LEC , A Floor,2018-11-01 14:44:37,196,189
45648, LEC , B Floor,2018-11-01 14:44:37,153,151
45577, LEC , C Floor,2018-11-01 14:44:37,64,60
45647, LEC , Lower Ground LG,2018-11-01 14:44:37,14,14
45572, LICA , LICA A floor,2018-11-01 14:44:37,67,64
45503, LICA , b floor,2018-11-01 14:44:37,21,21
45584, LICA , c floor,2018-11-01 14:44:37,80,77
45661, Library , A floor,2018-11-01 14:44:37,455,448
45745, Library , B floor,2018-11-01 14:44:37,512,500
45594, Library , C floor,2018-11-01 14:44:37,427,422
45531, Library , LG floor,2018-11-01 14:44:37,4,4
45571, Lonsdale College (SW) , A Floor,2018-11-01 14:44:37,7,5
45638, Lonsdale College (SW) , B Floor,2018-11-01 14:44:37,5,4
45631, MDC , A Floor,2018-11-01 14:44:37,40,38
45654, Management School , A Floor,2018-11-01 14:44:37,603,588
45714, Management School , B Floor,2018-11-01 14:44:37,82,79
45624, Management School , C Floor,2018-11-01 14:44:37,152,150
45716, Management School , Floor D,2018-11-01 14:44:37,21,21
45674, Pendle , A Floor,2018-11-01 14:44:37,103,96
45541, Pendle , B floor,2018-11-01 14:44:37,117,113
45635, Pendle , C floor,2018-11-01 14:44:37,107,103
45681, Pendle , D floor,2018-11-01 14:44:37,146,137
45610, Physics , A floor,2018-11-01 14:44:37,103,100
45579, Physics , B floor,2018-11-01 14:44:37,124,120
45747, Physics , C Floor,2018-11-01 14:44:37,98,94
45707, Physics , D Floor,2018-11-01 14:44:37,6,6
45530, Postgrad Stats (PSC) , A Floor,2018-11-01 14:44:37,13,13
45743, Postgrad Stats (PSC) , B Floor,2018-11-01 14:44:37,53,51
45652, Preschool , A floor,2018-11-01 14:44:37,66,66
45715, Reception , A floor,2018-11-01 14:44:37,6,6
45555, Reception , B floor,2018-11-01 14:44:37,15,15
45529, Ruskin Library , A Floor,2018-11-01 14:44:37,1,1
45593, Ruskin Library , B floor,2018-11-01 14:44:37,0,0
45569, Ruskin Library , LG Floor,2018-11-01 14:44:37,0,0
45636, SW hse 12-16 , A floor,2018-11-01 14:44:37,38,36
45758, SW hse 12-16 , B floor,2018-11-01 14:44:37,63,63
45522, SW hse 12-16 , C floor,2018-11-01 14:44:37,78,76
45514, SW hse 17-19 , A floor,2018-11-01 14:44:37,37,37
45620, SW hse 17-19 , B floor,2018-11-01 14:44:37,61,61
45556, SW hse 17-19 , C floor,2018-11-01 14:44:37,39,39
45686, SW hse 20 , A floor,2018-11-01 14:44:37,8,8
45673, SW hse 20 , B floor,2018-11-01 14:44:37,17,17
45509, SW hse 20 , C floor,2018-11-01 14:44:37,17,17
45671, SW hse 21-23 , A floor,2018-11-01 14:44:37,38,38
45756, SW hse 21-23 , B floor,2018-11-01 14:44:37,20,20
45521, SW hse 21-23 , C,2018-11-01 14:44:37,25,25
45657, SW hse 21-23 , C,2018-11-01 14:44:37,25,25
45749, SW hse 24-26 , A,2018-11-01 14:44:37,29,27
45507, SW hse 24-26 , B floor,2018-11-01 14:44:37,34,34
45540, SW hse 24-26 , C floor,2018-11-01 14:44:37,28,27
45500, SW hse 24-26 , D Floor,2018-11-01 14:44:37,35,35
45752, SW hse 27-28 , A floor,2018-11-01 14:44:37,18,18
45606, SW hse 27-28 , B floor,2018-11-01 14:44:37,44,44
45502, SW hse 27-28 , C floor,2018-11-01 14:44:37,36,36
45547, SW hse 27-28 , D Floor,2018-11-01 14:44:37,33,33
45548, SW hse 29 , A floor,2018-11-01 14:44:37,8,7
45526, SW hse 29 , B floor,2018-11-01 14:44:37,15,14
45658, SW hse 29 , C floor,2018-11-01 14:44:37,18,18
45728, SW hse 29 , D Floor,2018-11-01 14:44:37,18,18
45644, SW hse 30-31 , A floor,2018-11-01 14:44:37,27,23
45702, SW hse 30-31 , B floor,2018-11-01 14:44:37,33,32
45615, SW hse 30-31 , C floor,2018-11-01 14:44:37,44,44
45704, SW hse 30-31 , D floor,2018-11-01 14:44:37,41,40
45696, SW hse 32-33 , A Floor,2018-11-01 14:44:37,8,8
45618, SW hse 32-33 , B Floor,2018-11-01 14:44:37,21,20
45550, SW hse 32-33 , C Floor,2018-11-01 14:44:37,31,31
45675, SW hse 32-33 , D Floor,2018-11-01 14:44:37,10,10
45684, SW hse 34 , A Floor,2018-11-01 14:44:37,10,9
45619, SW hse 34 , B Floor,2018-11-01 14:44:37,14,14
45565, SW hse 35 , A Floor,2018-11-01 14:44:37,19,19
45656, SW hse 35 , B Floor,2018-11-01 14:44:37,23,22
45543, SW hse 35 , C Floor,2018-11-01 14:44:37,24,24
45662, SW hse 36 , A Floor,2018-11-01 14:44:37,10,9
45528, SW hse 36 , B Floor,2018-11-01 14:44:37,16,16
45719, SW hse 36 , C Floor,2018-11-01 14:44:37,22,22
45601, SW hse 36 , D Floor,2018-11-01 14:44:37,16,16
45560, SW hse 37-38 , A Floor,2018-11-01 14:44:37,23,23
45561, SW hse 37-38 , B Floor,2018-11-01 14:44:37,28,28
45538, SW hse 37-38 , C Floor,2018-11-01 14:44:37,32,32
45628, SW hse 37-38 , D Floor,2018-11-01 14:44:37,30,29
45562, SW hse 39 , A Floor,2018-11-01 14:44:37,10,10
45501, SW hse 39 , B Floor,2018-11-01 14:44:37,14,14
45693, SW hse 39 , C Floor,2018-11-01 14:44:37,18,18
45736, SW hse 39 , D Floor,2018-11-01 14:44:37,11,11
45655, SW hse 40-42 , A Floor,2018-11-01 14:44:37,30,30
45499, SW hse 40-42 , B Floor,2018-11-01 14:44:37,48,47
45536, SW hse 40-42 , C Floor,2018-11-01 14:44:37,65,64
45627, SW hse 40-42 , D Floor,2018-11-01 14:44:37,31,31
45676, SW hse 43-45 , A Floor,2018-11-01 14:44:37,21,21
45609, SW hse 43-45 , B Floor,2018-11-01 14:44:37,41,41
45665, SW hse 43-45 , C Floor,2018-11-01 14:44:37,67,65
45576, SW hse 43-45 , D Floor,2018-11-01 14:44:37,25,25
45717, SW hse 46-49 , A floor,2018-11-01 14:44:37,34,31
45553, SW hse 46-49 , B floor,2018-11-01 14:44:37,57,57
45664, SW hse 46-49 , C floor,2018-11-01 14:44:37,72,70
45625, SW hse 46-49 , D floor,2018-11-01 14:44:37,45,45
45554, SW hse 50-52 , A Floor,2018-11-01 14:44:37,31,30
45738, SW hse 50-52 , B Floor,2018-11-01 14:44:37,48,47
45703, SW hse 50-52 , C Floor,2018-11-01 14:44:37,45,45
45607, SW hse 50-52 , D Floor,2018-11-01 14:44:37,31,31
45678, SW hse 53-54 , A Floor,2018-11-01 14:44:37,20,19
45604, SW hse 53-54 , B Floor,2018-11-01 14:44:37,18,18
45730, SW hse 53-54 , C Floor,2018-11-01 14:44:37,30,30
45614, SW hse 53-54 , D Floor,2018-11-01 14:44:37,28,26
45513, SW hse 55-56 , A Floor,2018-11-01 14:44:37,18,17
45642, SW hse 55-56 , B Floor,2018-11-01 14:44:37,31,30
45685, SW hse 55-56 , C Floor,2018-11-01 14:44:37,36,36
45729, SW hse-158-179 , B floor,2018-11-01 14:44:37,65,63
45568, Science and technology , A Floor,2018-11-01 14:44:37,162,158
45733, Science and technology , B Floor,2018-11-01 14:44:37,142,140
45753, Science and technology , C Floor,2018-11-01 14:44:37,54,53
45542, Slaidburn House (LUSU) , B Floor,2018-11-01 14:44:37,38,33
45723, Slaidburn House (LUSU) , C floor,2018-11-01 14:44:37,15,15
45596, Slaidburn House (LUSU) , D floor,2018-11-01 14:44:37,13,13
45539, Slaidburn House (LUSU) , E floor,2018-11-01 14:44:37,20,17
45512, Slaidburn House (LUSU) , LG Floor,2018-11-01 14:44:37,42,33
45612, Sports Centre , A floor,2018-11-01 14:44:37,40,36
45641, Sports Centre , B floor,2018-11-01 14:44:37,58,57
45649, University House , A Floor,2018-11-01 14:44:37,62,60
45700, University House , B Floor,2018-11-01 14:44:37,60,59
45523, University House , C Floor,2018-11-01 14:44:37,69,64
45534, University House , D Floor,2018-11-01 14:44:37,13,13
45639, Whewell , A Floor,2018-11-01 14:44:37,13,13
45575, Whewell , B Floor,2018-11-01 14:44:37,19,19
45689, grize-res , A Floor,2018-11-01 14:44:37,126,122
45587, grize-res , B Floor,2018-11-01 14:44:37,108,103
45506, grize-res , C Floor,2018-11-01 14:44:37,125,124
45667, grize-res , D Floor,2018-11-01 14:44:37,123,120
46011, Alex Square , Alex Square,2018-11-01 14:49:50,112,95
45967, Alex Square , Costa,2018-11-01 14:49:50,130,120
45861, Bailrigg House , A floor,2018-11-01 14:49:50,3,3
45989, Bailrigg House , B floor,2018-11-01 14:49:50,0,0
45789, Bailrigg House , c floor,2018-11-01 14:49:50,3,3
45965, Barker House Farm , A Floor,2018-11-01 14:49:50,48,45
45856, Bowland Annexe , A Floor,2018-11-01 14:49:50,16,13
45858, Bowland Annexe , B Floor,2018-11-01 14:49:50,8,8
46015, Bowland Annexe , c floor,2018-11-01 14:49:50,26,25
45764, Bowland Annexe , d floor,2018-11-01 14:49:50,34,34
46013, Bowland Ash , A floor,2018-11-01 14:49:50,34,34
45844, Bowland Ash , B floor,2018-11-01 14:49:50,28,27
45879, Bowland Ash , c floor,2018-11-01 14:49:50,42,41
45881, Bowland Ash , d floor,2018-11-01 14:49:50,18,17
45888, Bowland Main , A Floor,2018-11-01 14:49:50,260,254
45929, Bowland Main , B Floor,2018-11-01 14:49:50,112,107
45823, Bowland Main , C Floor,2018-11-01 14:49:50,139,135
45957, Bowland Main , D Floor,2018-11-01 14:49:50,37,37
45835, Bowland North , A Floor,2018-11-01 14:49:50,437,416
45930, Bowland North , B Floor,2018-11-01 14:49:50,52,44
45935, Bowland North , C Floor,2018-11-01 14:49:50,56,53
45901, Bowland North , d floor,2018-11-01 14:49:50,25,25
45834, Bowland Twr (Old Bowland Annexe) , A floor,2018-11-01 14:49:50,5,3
45790, Bowland Twr (Old Bowland Annexe) , B floor,2018-11-01 14:49:50,69,66
45808, Bowland Twr (Old Bowland Annexe) , C floor,2018-11-01 14:49:50,47,46
45816, Bowland Twr (Old Bowland Annexe) , D floor,2018-11-01 14:49:50,22,15
45882, Bowland Twr (Old Bowland Annexe) , D floor flats,2018-11-01 14:49:50,17,15
45839, Bowland Twr (Old Bowland Annexe) , E floor,2018-11-01 14:49:50,4,4
45799, Bowland Twr (Old Bowland Annexe) , F floor,2018-11-01 14:49:50,6,6
46000, Bowland Twr (Old Bowland Annexe) , G floor,2018-11-01 14:49:50,5,5
45841, Bowland Twr (Old Bowland Annexe) , H floor,2018-11-01 14:49:50,5,5
45997, Bowland Twr (Old Bowland Annexe) , J floor,2018-11-01 14:49:50,10,9
45983, Bowland Twr (Old Bowland Annexe) , K floor,2018-11-01 14:49:50,4,4
45832, Bowland Twr (Old Bowland Annexe) , L floor,2018-11-01 14:49:50,7,7
45942, Bowland Twr (Old Bowland Annexe) , M floor,2018-11-01 14:49:50,7,7
45818, Bowland Twr (Old Bowland Annexe) , N floor,2018-11-01 14:49:50,5,5
45986, Bowland Twr (Old Bowland Annexe) , O floor,2018-11-01 14:49:50,6,6
45784, Bowland hall , a floor,2018-11-01 14:49:50,46,44
45945, Bowland hall , b floor,2018-11-01 14:49:50,64,63
45855, Bowland hall , c floor,2018-11-01 14:49:50,60,59
46001, Bowland hall , d floor,2018-11-01 14:49:50,74,73
45778, CETAD , A floor,2018-11-01 14:49:50,7,7
45877, CETAD , B floor,2018-11-01 14:49:50,18,18
45924, Central Workshops , A floor,2018-11-01 14:49:50,41,39
45810, Central Workshops , B floor,2018-11-01 14:49:50,0,0
45840, Chaplaincy Centre , A Floor,2018-11-01 14:49:50,14,12
45904, Chaplaincy Centre , B Floor,2018-11-01 14:49:50,0,0
45802, Charles Carter , A floor,2018-11-01 14:49:50,121,108
45993, Charles Carter , B floor,2018-11-01 14:49:50,22,20
45870, Charles Carter , C floor,2018-11-01 14:49:50,16,15
45765, Charles Carter , D floor,2018-11-01 14:49:50,18,18
45838, Conference Centre , A Floor,2018-11-01 14:49:50,184,180
45792, County , A Floor,2018-11-01 14:49:50,130,124
45988, County , B Floor,2018-11-01 14:49:50,72,69
45978, County , D floor,2018-11-01 14:49:50,89,86
45916, County , E Floor,2018-11-01 14:49:50,19,19
45813, County , c floor,2018-11-01 14:49:50,60,60
45830, County Field , A floor,2018-11-01 14:49:50,50,48
45956, County Field , B floor,2018-11-01 14:49:50,73,71
46002, County Field , C floor,2018-11-01 14:49:50,87,84
46012, County Field , D floor,2018-11-01 14:49:50,83,83
45860, County South/Cartmel , A Floor,2018-11-01 14:49:50,262,256
45981, County South/Cartmel , B Floor,2018-11-01 14:49:50,39,37
45775, County South/Cartmel , C Floor,2018-11-01 14:49:50,72,72
45773, County South/Cartmel , D Floor,2018-11-01 14:49:50,46,44
45911, County South/Cartmel , e floor,2018-11-01 14:49:50,11,8
45809, Energy Centre , A floor,2018-11-01 14:49:50,2,1
45851, Engineering , A floor,2018-11-01 14:49:50,9,9
45999, Engineering , B floor,2018-11-01 14:49:50,63,63
45951, Engineering , C floor,2018-11-01 14:49:50,87,86
46004, Engineering , D floor,2018-11-01 14:49:50,24,24
45801, Engineering , Plant,2018-11-01 14:49:50,0,0
45873, FU Hse 71-74 , A Floor,2018-11-01 14:49:50,54,51
45805, FU Hse 71-74 , B Floor,2018-11-01 14:49:50,62,60
45937, FU Hse 71-74 , C Floor,2018-11-01 14:49:50,60,59
45963, FU Hse 71-74 , D Floor,2018-11-01 14:49:50,86,86
45974, FU Hse 71-74 , E Floor,2018-11-01 14:49:50,71,70
45893, FU Hse 71-74 , F Floor,2018-11-01 14:49:50,34,34
45826, FY Hse 65-70 , A Floor,2018-11-01 14:49:50,93,90
46010, FY Hse 65-70 , B Floor,2018-11-01 14:49:50,89,87
45903, FY Hse 65-70 , C Floor,2018-11-01 14:49:50,71,71
46016, FY Hse 65-70 , D Floor,2018-11-01 14:49:50,104,101
45921, FY Hse 65-70 , E Floor,2018-11-01 14:49:50,53,53
45964, FY Hse 65-70 , F Floor,2018-11-01 14:49:50,48,47
45876, Faraday and cTAP , A floor,2018-11-01 14:49:50,271,256
45812, Faraday and cTAP , B floor,2018-11-01 14:49:50,109,104
46006, Faraday and cTAP , C floor,2018-11-01 14:49:50,69,68
45962, Faraday and cTAP , Plant,2018-11-01 14:49:50,0,0
45777, Field Station , Outside,2018-11-01 14:49:50,0,0
45958, Furness , A Floor,2018-11-01 14:49:50,233,225
45891, Furness , B floor,2018-11-01 14:49:50,67,57
45872, Furness , C floor,2018-11-01 14:49:50,96,90
45922, Furness , D floor,2018-11-01 14:49:50,18,17
45969, Furness , LG Floor,2018-11-01 14:49:50,36,31
45863, Furness outer , A floor,2018-11-01 14:49:50,34,32
45926, Furness outer , B floor,2018-11-01 14:49:50,58,58
45968, Furness outer , C floor,2018-11-01 14:49:50,39,37
45828, Furness outer , D floor,2018-11-01 14:49:50,50,49
45985, Fylde , A Floor,2018-11-01 14:49:50,145,134
45875, Fylde , B Floor,2018-11-01 14:49:50,53,50
45811, Fylde , C Floor,2018-11-01 14:49:50,82,78
45982, Fylde , D Floor,2018-11-01 14:49:50,75,70
45934, Fylde , e floor,2018-11-01 14:49:50,6,6
45940, George Fox , A Floor,2018-11-01 14:49:50,127,120
45796, George Fox , B Floor,2018-11-01 14:49:50,72,70
45883, George Fox , c floor,2018-11-01 14:49:50,75,71
45862, George Fox , d floor,2018-11-01 14:49:50,49,48
45950, Graduate College , A Floor,2018-11-01 14:49:50,136,127
45786, Graduate College , b floor,2018-11-01 14:49:50,150,147
46017, Graduate College , c floor,2018-11-01 14:49:50,136,134
45885, Graduate College , d floor,2018-11-01 14:49:50,61,60
45961, Great Hall , A Floor,2018-11-01 14:49:50,27,24
46023, Great Hall , B Floor,2018-11-01 14:49:50,11,11
45918, Grizedale , A,2018-11-01 14:49:50,24,22
45992, Grizedale , B,2018-11-01 14:49:50,8,7
45852, Hazelrigg , Site,2018-11-01 14:49:50,1,1
45908, Hse 75 77 , A Floor,2018-11-01 14:49:50,28,28
45949, Hse 75 77 , B floor,2018-11-01 14:49:50,36,35
45878, Hse 75 77 , C Floor,2018-11-01 14:49:50,45,43
45939, Hse 75 77 , D Floor,2018-11-01 14:49:50,73,72
45998, Hse 75 77 , E Floor,2018-11-01 14:49:50,61,60
45946, Human Resources , A floor,2018-11-01 14:49:50,15,15
45781, Human Resources , B floor,2018-11-01 14:49:50,26,23
45931, ISS Building , A-floor,2018-11-01 14:49:50,16,16
45915, ISS Building , B-floor,2018-11-01 14:49:50,57,55
45785, ISS Building , C-floor,2018-11-01 14:49:50,34,33
45955, Infolab , A Floor,2018-11-01 14:49:50,12,12
46008, Infolab , B Floor,2018-11-01 14:49:50,90,89
45766, Infolab , C Floor,2018-11-01 14:49:50,102,100
46018, Infolab , D Floor,2018-11-01 14:49:50,55,55
45783, Institute for Advanced Studies , A Floor,2018-11-01 14:49:50,40,39
45769, John Creed , a floor,2018-11-01 14:49:50,39,38
45912, John Creed , b floor,2018-11-01 14:49:50,35,34
45971, John Creed , c floor,2018-11-01 14:49:50,28,27
45772, John Creed , d floor,2018-11-01 14:49:50,41,39
46019, LEC , A Floor,2018-11-01 14:49:50,184,178
45867, LEC , B Floor,2018-11-01 14:49:50,176,166
45846, LEC , C Floor,2018-11-01 14:49:50,70,67
45865, LEC , Lower Ground LG,2018-11-01 14:49:50,19,18
45827, LICA , LICA A floor,2018-11-01 14:49:50,64,63
46021, LICA , b floor,2018-11-01 14:49:50,21,20
45889, LICA , c floor,2018-11-01 14:49:50,77,76
45791, Library , A floor,2018-11-01 14:49:50,462,436
45768, Library , B floor,2018-11-01 14:49:50,493,483
45824, Library , C floor,2018-11-01 14:49:50,453,438
45952, Library , LG floor,2018-11-01 14:49:50,5,5
46005, Lonsdale College (SW) , A Floor,2018-11-01 14:49:50,8,6
